question_id,question_type,orig_target,hypernym,neg1,neg2,neg3,neg4
171058277,existThat,tablecloth,tablecloth,pitcher,dumpster,surfboard,giraffe
171058277,existThat,tablecloth,table linen,clock,jet,crown,house
171058277,existThat,tablecloth,linen,bedroom,apple,body of water,woman's clothing
171058277,existThat,tablecloth,covering,parrot,wagon,cereal,establishment
316458,existThat,boat,boat,sweater,cow,luggage,lake
316458,existThat,boat,water vehicle,bathtub,pipe,cake,cattle
316458,existThat,boat,vehicle,ocean,broom,plant,platform
316462,existThat,boat,boat,bat,chair,table,wall
316462,existThat,boat,water vehicle,jeep,van,carriage,airplane
316462,existThat,boat,vehicle,stick,bat,club,structure
191044293,existThat,cat,cat,hose,bull,backpack,piano
191044293,existThat,cat,feline,spoon,body of water,stalk,wheeled vehicle
191044293,existThat,cat,mammal,blanket,clothing,tower,sweater
191044293,existThat,cat,vertebrate,bat,fireplace,elephant,necklace
191044293,existThat,cat,animal,fence,sauce,horse,bag
3993760,existThat,child,child,zebra,kitten,lady,man
3993760,existThat,child,person,toy,cat,lady,bird
3993761,existThat,child,child,lady,horse,giraffe,bird
3993761,existThat,child,person,bear,feline,seagull,aquatic bird
3774967,existThat,cake,cake,cheese,wristband,card,wall
3774967,existThat,cake,baked good,dairy product,fruit,container,dish
3774967,existThat,cake,food,woman's clothing,barrier,sign,vegetable
3774968,existThat,cake,cake,floor,desk,tray,lamp
3774968,existThat,cake,baked good,dairy product,cheese,apple,container
3774968,existThat,cake,food,cheese,barrier,fixture,case
3774969,existThat,cake,cake,laptop,ring,camera,card
3774969,existThat,cake,baked good,fruit,pizza,dish,cookie
3774969,existThat,cake,food,bush,home appliance,desk,package
3774970,existThat,cake,cake,lamp,wall,cookie,lid
3774970,existThat,cake,baked good,root vegetable,produce,dairy product,carrot
3774970,existThat,cake,food,pot,plant,produce,phone
1050011,existThat,purse,purse,soap,ball,jeep,shoe
1050011,existThat,purse,bag,pavement,pan,electronic device,airplane
1050011,existThat,purse,container,walk,doorway,access,bicycle
1050012,existThat,purse,purse,pen,countertop,bed,motorcycle
1050012,existThat,purse,bag,fence,sand,electrical device,bat
1050012,existThat,purse,container,fruit,aquatic bird,giraffe,notebook
1050043,existThat,elephant,elephant,cat,seagull,cow,girl
1050043,existThat,elephant,mammal,baby,guy,dog,cat
1050043,existThat,elephant,vertebrate,kitten,container,child,couple
1050043,existThat,elephant,animal,canine,equine,cup,bird
1050044,existThat,elephant,elephant,zebra,cow,cup,dog
1050044,existThat,elephant,mammal,guy,cup,kitten,boy
1050044,existThat,elephant,vertebrate,people,zebra,sheep,cup
1050044,existThat,elephant,animal,girl,kitten,man,guy
7894055,existThat,frisbee,frisbee,motorcycle,scarf,suit,sofa
7894055,existThat,frisbee,toy,pitcher,vase,keyboard,beard
2257946,existThat,helmet,helmet,bookshelf,tissue,chair,poster
2257946,existThat,helmet,headgear,pouch,banana,vertebrate,vase
2257946,existThat,helmet,covering,dish,room,desk,protective covering
10555196,existThat,table,table,bench,clock,wall,dock
10555196,existThat,table,furniture,couple,boat,dock,instrument
10555262,existThat,drum,drum,dish,sidewalk,house,spear
10555262,existThat,drum,percussion instrument,sweatshirt,brush,cheese,garment
10555262,existThat,drum,musical instrument,branch,work surface,table,couch
10555262,existThat,drum,device,wheeled vehicle,cabin,ship,collar
10554812,existThat,dog,dog,woman,girl,child,couple
10554812,existThat,dog,canine,feline,adult,man,woman
10554812,existThat,dog,mammal,surfer,cat,child,adult
10554812,existThat,dog,vertebrate,skier,child,girl,cat
10554812,existThat,dog,animal,boy,girl,woman,cat
10554813,existThat,dog,dog,couple,surfer,bear,cat
10554813,existThat,dog,canine,athlete,boy,woman,surfer
10554813,existThat,dog,mammal,girl,woman,child,athlete
10554813,existThat,dog,vertebrate,adult,woman,guy,boy
10554813,existThat,dog,animal,skier,athlete,boy,people
10554815,existThat,dog,dog,man,child,guy,lady
10554815,existThat,dog,canine,girl,athlete,lady,feline
10554815,existThat,dog,mammal,adult,surfer,lady,child
10554815,existThat,dog,vertebrate,cat,skier,people,athlete
10554815,existThat,dog,animal,girl,adult,athlete,woman
10554819,existThat,dog,dog,boat,station,sausage,necklace
10554819,existThat,dog,canine,plumbing fixture,knife,helmet,sandwich
10554819,existThat,dog,mammal,blind,countertop,enclosure,pipe
10554819,existThat,dog,vertebrate,giraffe,sink,branch,radio
10554819,existThat,dog,animal,wine,musical instrument,floor,pastry
789499,existThat,spoon,spoon,doorway,notepad,skirt,wine
789499,existThat,spoon,cutlery,toiletry,source of illumination,donut,sauce
4917671,existThat,zebra,zebra,surfboard,horse,cup,knife
4917671,existThat,zebra,equine,fence,bull,motorcycle,tower
4917671,existThat,zebra,mammal,cow,bull,knife,vegetable
4917671,existThat,zebra,vertebrate,branch,guy,barrier,dog
4917671,existThat,zebra,animal,man,piano,card,clothing
4917672,existThat,zebra,zebra,spoon,girl,brush,guy
4917672,existThat,zebra,equine,traveler,wheeled vehicle,cow,bull
4917672,existThat,zebra,mammal,paper,vegetable,ornament,furniture
4917672,existThat,zebra,vertebrate,cutlery,train,vegetable,bus
4917672,existThat,zebra,animal,flower,keyboard,elephant,parrot
4917676,existThat,zebra,zebra,sail,stove,dishwasher,beard
4917676,existThat,zebra,equine,cat,backpack,vessel,coat
4917676,existThat,zebra,mammal,chicken,food,tire,heating element
4917676,existThat,zebra,vertebrate,blanket,cart,tube,scarf
4917676,existThat,zebra,animal,coat,boat,pipe,phone
1737819,existThat,dog,dog,fruit,sweater,flower,sweatshirt
1737819,existThat,dog,canine,paddle,pipe,food,jersey
1737819,existThat,dog,mammal,platform,personal computer,tableware,protective garment
1737819,existThat,dog,vertebrate,saucer,fodder,heater,wool
1737819,existThat,dog,animal,graffiti,equipment,appliance,horse
727797,existThat,fence,fence,parrot,tray,beard,bread
727797,existThat,fence,barrier,tube,frisbee,cage,stick
727797,existThat,fence,structure,cabin,broccoli,wagon,electronic device
4248914,existThat,bench,bench,newspaper,apron,camera,lamp
4248914,existThat,bench,seat,store,chair,wagon,entrance
4248914,existThat,bench,furniture,bed,cabin,protective covering,spoon
4248915,existThat,bench,bench,cactus,blouse,floor,tire
4248915,existThat,bench,seat,vertebrate,small boat,path,food
4248915,existThat,bench,furniture,tool,baked good,baggage,robe
4248029,existThat,skateboard,skateboard,hose,napkin,brush,pizza
4248029,existThat,skateboard,board,container,tableware,case,clothing
1016743,existThat,frisbee,frisbee,fish,drawer,kitchen,racket
1016743,existThat,frisbee,toy,feline,appliance,root vegetable,weapon
2320837,existThat,bicycle,bicycle,sofa,oven,bowl,sandwich
2320837,existThat,bicycle,wheeled vehicle,package,sandwich,platform,sheet
2320837,existThat,bicycle,vehicle,cap,arrangement,can,beard
2320838,existThat,bicycle,bicycle,bear,earring,tissue,placemat
2320838,existThat,bicycle,wheeled vehicle,cleaning tool,device,drawer,walk
2320838,existThat,bicycle,vehicle,fruit,fireplace,counter,footwear
4965861,existThat,wetsuit,wetsuit,tray,basket,chandelier,picture
4965861,existThat,wetsuit,garment,food,woman's clothing,motorcycle,headgear
4965861,existThat,wetsuit,clothing,microwave,giraffe,fence,river
10207706,existThat,keyboard,keyboard,giraffe,highway,bowl,bench
10207706,existThat,keyboard,electronic device,vehicle,counter,instrument,train
10207706,existThat,keyboard,device,sweatshirt,bedroom furniture,protective covering,platform
15544742,existThat,surfboard,surfboard,crosswalk,sailboat,lid,cabin
15544742,existThat,surfboard,board,glove,feline,wristband,skateboard
16984406,existThat,truck,truck,box,bike,doll,robe
16984406,existThat,truck,motor vehicle,blanket,top,coat,electronic device
16984406,existThat,truck,wheeled vehicle,lid,store,mammal,electrical device
16984406,existThat,truck,vehicle,bookshelf,clock,sandwich,weapon
17600589,existThat,truck,truck,baseball,wine,branch,bull
17600589,existThat,truck,motor vehicle,drum,cleaning tool,toilet,bracelet
17600589,existThat,truck,wheeled vehicle,boat,skirt,bowl,electronic device
17600589,existThat,truck,vehicle,path,small boat,liquid,facility
17600675,existThat,woman,woman,pen,airplane,bed,glass
17600675,existThat,woman,adult,vehicle,zebra,mammal,athlete
17600675,existThat,woman,person,electronic device,bear,sheep,motor vehicle
17600678,existThat,woman,woman,guy,bird,elephant,boy
17600678,existThat,woman,adult,bear,athlete,canine,sheep
17600678,existThat,woman,person,crowd,couple,people,bird
13942955,existThat,fence,fence,lid,bird,pastry,jet
13942955,existThat,fence,barrier,sweatshirt,wetsuit,vessel,garnish
13942955,existThat,fence,structure,branch,tie,donut,way
4450869,existThat,table,table,river,bracelet,boat,giraffe
4450869,existThat,table,furniture,brush,spear,tent,establishment
21028862,existThat,train,train,bedroom,blender,vase,dispenser
21028862,existThat,train,vehicle,equine,coat,package,dock
16841265,existThat,woman,woman,zebra,giraffe,surfer,girl
16841265,existThat,woman,adult,sheep,cow,athlete,elephant
16841265,existThat,woman,person,zebra,kitten,audience,driver
16841267,existThat,woman,woman,horse,baby,kitten,girl
16841267,existThat,woman,adult,cow,equine,horse,girl
16841267,existThat,woman,person,child,bear,zebra,audience
644020,existThat,motorcycle,motorcycle,boat,picture,cart,doorway
644020,existThat,motorcycle,motor vehicle,sink,sand,sofa,locomotive
644020,existThat,motorcycle,wheeled vehicle,swimsuit,mammal,bathroom,airplane
644020,existThat,motorcycle,vehicle,surface,snowboard,canoe,game
3301219,existThat,sand,sand,oven,bear,river,couch
3301219,existThat,sand,soil,heating element,van,container,club
3301219,existThat,sand,earth,body of water,seat,oven,stalk
3301220,existThat,sand,sand,skateboard,stove,elephant,tie
3301220,existThat,sand,soil,river,picture,bat,elephant
3301220,existThat,sand,earth,bat,bedroom furniture,animal,scarf
3301268,existThat,surfboard,surfboard,suitcase,can,drawer,path
3301268,existThat,surfboard,board,branch,floor,way,paved surface
9365690,existThat,hat,hat,flower,bike,bathtub,planter
9365690,existThat,hat,headgear,enclosure,breakfast food,spoon,sink
9365690,existThat,hat,covering,band,suit,sail,coffee
9365739,existThat,skateboard,skateboard,glove,phone,frisbee,oven
9365739,existThat,skateboard,board,planter,bat,bracelet,motor vehicle
19315491,existThat,towel,towel,mud,carrot,racket,bag
19315491,existThat,towel,piece of cloth,barrier,chair,table,table linen
19315491,existThat,towel,clothing,area,pan,hallway,cap
19315492,existThat,towel,towel,ornament,lettuce,can,cup
19315492,existThat,towel,piece of cloth,glove,garment,toy,seat
19315492,existThat,towel,clothing,spoon,station,card,horse
7195314,existThat,table,table,sweatshirt,baseball,can,patio
7195314,existThat,table,furniture,saucer,fence,horizontal surface,tent
8665617,existThat,coat,coat,cookie,pot,sail,desk
8665617,existThat,coat,garment,shelter,tower,paved surface,truck
8665617,existThat,coat,clothing,kettle,tie,cupboard,strip
8665695,existThat,helmet,helmet,poster,ship,bat,truck
8665695,existThat,helmet,headgear,mask,book,musical instrument,headband
8665695,existThat,helmet,covering,drawer,bed,swimsuit,refrigerator
8665696,existThat,helmet,helmet,sail,basket,lamp,banana
8665696,existThat,helmet,headgear,cat,ring,bench,walk
8665696,existThat,helmet,covering,tube,bush,person,animal skin
13552220,existThat,bus,bus,bucket,collar,sail,chair
13552220,existThat,bus,motor vehicle,desk,pouch,bedspread,way
13552220,existThat,bus,wheeled vehicle,bathtub,cupboard,house,baseball equipment
13552220,existThat,bus,vehicle,pen,jar,bench,succulent
13552222,existThat,bus,bus,guy,man,train,woman
13552222,existThat,bus,motor vehicle,audience,bull,device,canine
13552222,existThat,bus,wheeled vehicle,airplane,vertebrate,guy,woman
13552222,existThat,bus,vehicle,girl,adult,car,person
5458380,existThat,train,train,newspaper,tablecloth,hose,sailboat
5458380,existThat,train,vehicle,counter,photographic equipment,rabbit,equipment
18237200,existThat,cat,cat,river,goat,kettle,path
18237200,existThat,cat,feline,sofa,vegetable,jersey,train
18237200,existThat,cat,mammal,taxi,sweater,collar,tie
18237200,existThat,cat,vertebrate,elephant,passage,helmet,can
18237200,existThat,cat,animal,surface,produce,tent,fence
18237201,existThat,cat,cat,headband,bag,car,bird
18237201,existThat,cat,feline,oven,cutlery,horizontal surface,can
18237201,existThat,cat,mammal,newspaper,table linen,motorcycle,building
18237201,existThat,cat,vertebrate,vegetable,keyboard instrument,blind,robe
18237201,existThat,cat,animal,fireplace,bowl,plant,bread
5161164,existThat,truck,truck,planter,bouquet,bathroom,silverware
5161164,existThat,truck,motor vehicle,gathering,bathroom,table linen,burner
5161164,existThat,truck,wheeled vehicle,ship,arrangement,tablecloth,train
5161164,existThat,truck,vehicle,electronic device,hand tool,cooker,earth
193889,existThat,table,table,cap,cookie,broom,sidewalk
193889,existThat,table,furniture,donkey,boat,lamp,sausage
803677,existThat,truck,truck,seat,toilet,carriage,dress
803677,existThat,truck,motor vehicle,appliance,clock,personal computer,jar
803677,existThat,truck,wheeled vehicle,kitchen utensil,toilet,enclosure,bedroom furniture
803677,existThat,truck,vehicle,jar,couch,picture,newspaper
18812520,existThat,woman,woman,bear,elephant,frog,child
18812520,existThat,woman,adult,bird,skier,athlete,bear
18812520,existThat,woman,person,bird,feline,people,couple
6632532,existThat,woman,woman,couple,baby,cow,bear
6632532,existThat,woman,adult,skier,dog,cat,cattle
6632532,existThat,woman,person,giraffe,baby,amphibian,skateboarder
18200087,existThat,bag,bag,artwork,doll,canoe,laptop
18200087,existThat,bag,container,snowboard,bedroom furniture,monitor,roadway
18200145,existThat,bench,bench,boat,dock,couple,clock
18200145,existThat,bench,seat,chair,water vehicle,stick,clock
18200145,existThat,bench,furniture,club,boat,table,couple
4806246,existThat,wetsuit,wetsuit,phone,saucer,drawer,sailboat
4806246,existThat,wetsuit,garment,ring,tool,writing device,package
4806246,existThat,wetsuit,clothing,shelf,small boat,establishment,mixer
4806301,existThat,surfboard,surfboard,donut,floor,fan,candle
4806301,existThat,surfboard,board,snowboard,house,swimsuit,enclosure
9781126,existThat,woman,woman,zebra,surfer,guy,kitten
9781126,existThat,woman,adult,elephant,cattle,mammal,dog
9781126,existThat,woman,person,electronic device,giraffe,television,feline
151057718,existThat,elephant,elephant,batter,kitten,zebra,umpire
151057718,existThat,elephant,mammal,equine,canine,lady,adult
151057718,existThat,elephant,vertebrate,device,equipment,official,kitten
151057718,existThat,elephant,animal,electronic device,dog,pitcher,athlete
151057719,existThat,elephant,elephant,cow,pitcher,dog,ball
151057719,existThat,elephant,mammal,girl,equipment,person,cat
151057719,existThat,elephant,vertebrate,girl,sports equipment,giraffe,lady
151057719,existThat,elephant,animal,person,giraffe,equine,skateboarder
151057723,existThat,elephant,elephant,cyclist,antelope,snowboarder,keyboard
151057723,existThat,elephant,mammal,bag,boy,vegetable,passenger
151057723,existThat,elephant,vertebrate,woman,motorcycle,boat,suitcase
151057723,existThat,elephant,animal,wall,strip,club,cup
13780018,existThat,woman,woman,policeman,frog,cow,cat
13780018,existThat,woman,adult,girl,mammal,bird,cat
13780018,existThat,woman,person,man,policeman,surfer,cattle
13780019,existThat,woman,woman,giraffe,baby,horse,elephant
13780019,existThat,woman,adult,zebra,equine,cow,horse
13780019,existThat,woman,person,man,kitten,surfer,gathering
1757446,existThat,woman,woman,girl,kitten,frog,baby
1757446,existThat,woman,adult,cow,athlete,man,animal
1757446,existThat,woman,person,couple,man,amphibian,boy
17249528,existThat,woman,woman,skateboarder,policeman,elephant,man
17249528,existThat,woman,adult,girl,giraffe,bear,mammal
17249528,existThat,woman,person,guy,skier,skateboarder,sheep
255231,existThat,giraffe,giraffe,surfer,cow,woman,boy
255231,existThat,giraffe,mammal,bull,cow,umpire,feline
255231,existThat,giraffe,vertebrate,feline,girl,horse,lady
255231,existThat,giraffe,animal,lady,feline,adult,umpire
1369435,existThat,giraffe,giraffe,hose,tablecloth,apple,lid
1369435,existThat,giraffe,mammal,wine,uniform,car,aquatic bird
1369435,existThat,giraffe,vertebrate,entrance,jeep,kitchen,donut
1369435,existThat,giraffe,animal,branch,container,sailboat,pie
