idx,category,hypernym,negative_sample,hypernym_sentence,negative_sentence
1762,belt buckle,accessory,electronic device,belt buckles are a type of accessory,belt buckles are a type of electronic device
1763,belt buckle,accessory,animal,belt buckles are a type of accessory,belt buckles are a type of animal
1764,belt buckle,accessory,women's clothing,belt buckles are a type of accessory,belt buckles are a type of women's clothes
1765,hamburger,food,drink,hamburgers are a type of food,hamburgers are a type of drink
1766,hamburger,food,container,hamburgers are a type of food,hamburgers are a type of container
1767,hamburger,food,sea animal,hamburgers are a type of food,hamburgers are a type of sea animal
1768,hamburger,food,school supply,hamburgers are a type of food,hamburgers are a type of school supply
1769,toothpick,toiletry,garden tool,toothpicks are a type of toiletry,toothpicks are a type of garden tool
1770,toothpick,toiletry,clothing,toothpicks are a type of toiletry,toothpicks are a type of clothing
1771,toothpick,toiletry,tool,toothpicks are a type of toiletry,toothpicks are a type of tool
1772,toothpick,toiletry,container,toothpicks are a type of toiletry,toothpicks are a type of container
1773,boomerang,toy,medical equipment,boomerangs are a type of toy,boomerangs are a type of medical equipment
1774,boomerang,toy,animal,boomerangs are a type of toy,boomerangs are a type of animal
1775,boomerang,toy,food,boomerangs are a type of toy,boomerangs are a type of food
1776,boomerang,toy,tool,boomerangs are a type of toy,boomerangs are a type of tool
1777,boomerang,weapon,kitchen tool,boomerangs are a type of weapon,boomerangs are a type of kitchen tool
1778,boomerang,weapon,home decor,boomerangs are a type of weapon,boomerangs are a type of home decor
1779,boomerang,weapon,animal,boomerangs are a type of weapon,boomerangs are a type of animal
1780,boomerang,weapon,water vehicle,boomerangs are a type of weapon,boomerangs are a type of water vehicle
1781,guacamole,food,plant,guacamole is a type of food,guacamole is a type of plant
1782,guacamole,food,drink,guacamole is a type of food,guacamole is a type of drink
1783,guacamole,food,musical instrument,guacamole is a type of food,guacamole is a type of musical instrument
1784,guacamole,food,electronic device,guacamole is a type of food,guacamole is a type of electronic device
1785,lamb,livestock,garden tool,lambs are a type of livestock,lambs are a type of garden tool
1786,lamb,livestock,auto part,lambs are a type of livestock,lambs are a type of auto part
1787,lamb,livestock,headwear,lambs are a type of livestock,lambs are a type of headwear
1788,lamb,livestock,electronic device,lambs are a type of livestock,lambs are a type of electronic device
1789,lamb,mammal,dessert,lambs are a type of mammal,lambs are a type of dessert
1790,lamb,mammal,footwear,lambs are a type of mammal,lambs are a type of footwear
1791,lamb,mammal,game,lambs are a type of mammal,lambs are a type of game
1792,lamb,mammal,jewelry,lambs are a type of mammal,lambs are a type of jewelry
1793,lamb,animal,school supply,lambs are a type of animal,lambs are a type of school supply
1794,lamb,animal,home decor,lambs are a type of animal,lambs are a type of home decor
1795,lamb,animal,clothing,lambs are a type of animal,lambs are a type of clothing
1796,lamb,animal,toy,lambs are a type of animal,lambs are a type of toy
1797,lamb,food,bird,lambs are a type of food,lambs are a type of bird
1798,lamb,food,toy,lambs are a type of food,lambs are a type of toy
1799,lamb,food,tool,lambs are a type of food,lambs are a type of tool
1800,lamb,food,home decor,lambs are a type of food,lambs are a type of home decor
1801,fishnet stockings,women's clothing,medical equipment,fishnet stockings are a type of women's clothes,fishnet stockings are a type of medical equipment
1802,fishnet stockings,women's clothing,livestock,fishnet stockings are a type of women's clothes,fishnet stockings are a type of livestock
1803,fishnet stockings,women's clothing,seafood,fishnet stockings are a type of women's clothes,fishnet stockings are a type of seafood
1804,fishnet stockings,women's clothing,insect,fishnet stockings are a type of women's clothes,fishnet stockings are a type of insect
1805,fishnet stockings,clothing,vegetable,fishnet stockings are a type of clothing,fishnet stockings are a type of vegetable
1806,fishnet stockings,clothing,outerwear,fishnet stockings are a type of clothing,fishnet stockings are a type of outerwear
1807,fishnet stockings,clothing,vehicle,fishnet stockings are a type of clothing,fishnet stockings are a type of vehicle
1808,fishnet stockings,clothing,dessert,fishnet stockings are a type of clothing,fishnet stockings are a type of dessert
1809,whale,animal,vehicle,whales are a type of animal,whales are a type of vehicle
1810,whale,animal,furniture,whales are a type of animal,whales are a type of furniture
1811,whale,animal,toiletry,whales are a type of animal,whales are a type of toiletry
1812,whale,animal,garden tool,whales are a type of animal,whales are a type of garden tool
1813,whale,sea animal,fruit,whales are a type of sea animal,whales are a type of fruit
1814,whale,sea animal,drink,whales are a type of sea animal,whales are a type of drink
1815,whale,sea animal,weapon,whales are a type of sea animal,whales are a type of weapon
1816,whale,sea animal,electronic device,whales are a type of sea animal,whales are a type of electronic device
1817,whale,mammal,weapon,whales are a type of mammal,whales are a type of weapon
1818,whale,mammal,container,whales are a type of mammal,whales are a type of container
1819,whale,mammal,water vehicle,whales are a type of mammal,whales are a type of water vehicle
1820,whale,mammal,electronic device,whales are a type of mammal,whales are a type of electronic device
1821,chive,plant,drink,chives are a type of plant,chives are a type of drink
1822,chive,plant,tool,chives are a type of plant,chives are a type of tool
1823,chive,plant,garden tool,chives are a type of plant,chives are a type of garden tool
1824,chive,plant,toy,chives are a type of plant,chives are a type of toy
1825,chive,food,headwear,chives are a type of food,chives are a type of headwear
1826,chive,food,container,chives are a type of food,chives are a type of container
1827,chive,food,toy,chives are a type of food,chives are a type of toy
1828,chive,food,kitchen equipment,chives are a type of food,chives are a type of kitchen equipment
1829,chive,vegetable,water vehicle,chives are a type of vegetable,chives are a type of water vehicle
1830,chive,vegetable,seafood,chives are a type of vegetable,chives are a type of seafood
1831,chive,vegetable,clothing,chives are a type of vegetable,chives are a type of clothing
1832,chive,vegetable,sea animal,chives are a type of vegetable,chives are a type of sea animal
1833,frisbee,toy,food,frisbees are a type of toy,frisbees are a type of food
1834,frisbee,toy,fruit,frisbees are a type of toy,frisbees are a type of fruit
1835,frisbee,toy,bird,frisbees are a type of toy,frisbees are a type of bird
1836,frisbee,toy,kitchen tool,frisbees are a type of toy,frisbees are a type of kitchen tool
1837,raspberry,food,fastener,raspberries are a type of food,raspberries are a type of fastener
1838,raspberry,food,clothing,raspberries are a type of food,raspberries are a type of clothing
1839,raspberry,food,garden tool,raspberries are a type of food,raspberries are a type of garden tool
1840,raspberry,food,furniture,raspberries are a type of food,raspberries are a type of furniture
1841,raspberry,fruit,auto part,raspberries are a type of fruit,raspberries are a type of auto part
1842,raspberry,fruit,insect,raspberries are a type of fruit,raspberries are a type of insect
1843,raspberry,fruit,protective clothing,raspberries are a type of fruit,raspberries are a type of protective clothing
1844,raspberry,fruit,tool,raspberries are a type of fruit,raspberries are a type of tool
1845,orangutan,animal,fruit,orangutans are a type of animal,orangutans are a type of fruit
1846,orangutan,animal,food,orangutans are a type of animal,orangutans are a type of food
1847,orangutan,animal,kitchen tool,orangutans are a type of animal,orangutans are a type of kitchen tool
1848,orangutan,animal,kitchen equipment,orangutans are a type of animal,orangutans are a type of kitchen equipment
1849,orangutan,mammal,fastener,orangutans are a type of mammal,orangutans are a type of fastener
1850,orangutan,mammal,protective clothing,orangutans are a type of mammal,orangutans are a type of protective clothing
1851,orangutan,mammal,insect,orangutans are a type of mammal,orangutans are a type of insect
1852,orangutan,mammal,water vehicle,orangutans are a type of mammal,orangutans are a type of water vehicle
1853,handkerchief,accessory,headwear,handkerchiefs are a type of accessory,handkerchiefs are a type of headwear
1854,handkerchief,accessory,outerwear,handkerchiefs are a type of accessory,handkerchiefs are a type of outerwear
1855,handkerchief,accessory,women's clothing,handkerchiefs are a type of accessory,handkerchiefs are a type of women's clothes
1856,handkerchief,accessory,sea animal,handkerchiefs are a type of accessory,handkerchiefs are a type of sea animal
1857,clipboard,office supply,protective clothing,clipboards are a type of office supply,clipboards are a type of protective clothing
1858,clipboard,office supply,fruit,clipboards are a type of office supply,clipboards are a type of fruit
1859,clipboard,office supply,seafood,clipboards are a type of office supply,clipboards are a type of seafood
